_id,data/faceRectangle/top,data/faceRectangle/width,data/faceRectangle/left,data/faceRectangle/height,data/faceId,data/attributes/age,data/attributes/gender,data/attributes/headPose/yaw,data/attributes/headPose/pitch,data/attributes/headPose/roll,_id,scores/scores/neutral,scores/scores/surprise,scores/scores/anger,scores/scores/happiness,scores/scores/fear,scores/scores/sadness,scores/scores/contempt,scores/scores/disgust,scores/faceRectangle/width,scores/faceRectangle/left,scores/faceRectangle/top,scores/faceRectangle/height
103001.jpg1,107,138,300,138,78ce2fda-4aec-4820-8582-3ca9466ff259,46,female,23.2,0,-3.1,105501.jpg1,0.925525546,0.010709685,0.00830196,0.00646513,0.005531274,0.034760557,0.005497407,0.003208423,156,238,88,156
103251.jpg1,110,130,246,130,a8598631-7867-4c04-9ecd-951da0ec954b,46,female,0.8,0,-10.4,105751.jpg1,0.8681003,0.000301517,0.07870283,0.000998308,1.73804E-05,0.010352195,0.002862483,0.038665015,128,149,104,128
103751.jpg1,123,136,255,136,0aadad97-3248-4254-a18e-4f2148009b6b,44,female,6.5,0,-5.1,105751.jpg2,0.9357005,0.001765838,0.000225696,0.00410934,6.68745E-05,0.0516681,0.005046483,0.001417203,110,419,124,110
104001.jpg1,129,135,229,135,6f26867c-714a-48cb-81a0-ace5b58f9f04,40,female,0.4,0,-13.4,106001.jpg1,0.99458313,0.003469617,0.000330278,0.000183279,0.000747928,0.000586441,9.04841E-05,8.85515E-06,150,82,77,150
104251.jpg1,102,61,458,61,1000decd-c15f-4988-9adf-f0d8e2702c59,30,female,-32.7,0,14,106001.jpg2,0.432050318,0.000802523,0.001411816,0.495080352,0.000899254,0.026098145,0.033784654,0.009872955,118,428,102,118
104251.jpg2,58,60,77,60,d0ec899e-042a-4e4a-9862-1c14f06a04d9,61,male,8.2,0,-8.9,106251.jpg1,0.9763525,0.000516259,0.016732398,0.000316059,1.6139E-05,0.00162435,0.003874993,0.000567318,127,282,84,127
104501.jpg1,90,151,198,151,a0b2448d-7073-4941-9da5-b5cbbccc8b62,83,male,29.1,0,-10.3,106751.jpg1,0.97791934,0.0024504,0.000339803,0.000293082,2.86768E-05,0.018223528,0.00067371,7.14742E-05,52,502,119,52
104751.jpg1,93,160,90,160,662ceaf4-0795-4037-b771-56bd12b1e170,84,male,8.2,0,-0.1,106751.jpg2,0.496780336,0.000453753,0.00087382,0.471339017,4.78771E-05,0.025438607,0.003640993,0.001425602,50,93,59,50
104751.jpg2,140,128,421,128,33a6940f-8144-4094-bee1-fb5f0eff35e9,45,female,-9.3,0,10.1,107001.jpg1,0.9861557,0.000249716,0.000149416,0.013265911,2.28125E-05,4.14163E-05,0.000113731,1.30524E-06,152,193,55,152
105001.jpg1,89,152,286,152,5dcdfcda-eb6b-49e5-ad19-571f637c6dfd,81,male,6,0,2.2,107251.jpg1,0.9532957,0.018207306,0.007747416,0.006467174,0.001232734,0.003037585,0.00769311,0.002318955,158,212,82,158
105251.jpg1,128,153,252,153,79dd90db-c5b2-4a45-94d8-bacbe825448c,82,male,0.7,0,-9.1,107501.jpg1,0.8217121,0.040348575,0.110163525,0.001802418,6.12471E-05,0.000621289,0.006736689,0.018554175,156,192,94,156
105501.jpg1,88,155,238,155,ad6e00a5-70d9-4054-9d68-70639faad4cd,82,male,-4,0,0.3,107751.jpg1,0.9607019,0.018274905,0.016125888,0.000285414,8.99459E-05,0.000873447,0.000904197,0.002744298,145,170,98,145
105751.jpg1,109,126,149,126,a178258b-878e-4ab1-92e8-01c63bb649c9,64,male,38.7,0,-13.4,108001.jpg1,0.6093014,0.004152044,0.135637388,0.003796437,0.000888163,0.008389263,0.036939137,0.200896189,139,204,76,139
105751.jpg2,124,109,419,109,85c638fa-362b-43d2-9c20-98f36809725e,42,female,-24.6,0,7.9,108251.jpg1,0.9469094,0.035592422,0.005920303,0.00019006,7.0168E-05,0.006593097,0.00264883,0.002075714,141,241,115,141
106001.jpg1,76,152,82,152,a6b8d4af-ecc7-4c17-8543-90bf366b2885,81,male,8.2,0,-1.9,108501.jpg1,0.860121369,0.000490863,0.001453221,0.000140573,0.000259995,0.134970352,0.001039232,0.001524395,143,179,100,143
106001.jpg2,103,118,429,118,5347984d-fa77-4744-aa7c-9cca2ea914b5,68,female,-11.2,0,-1.8,108751.jpg1,0.54477936,0.071370214,0.224143177,0.041395627,0.001763869,0.003294726,0.01051951,0.102733515,138,213,88,138
106251.jpg1,84,127,282,127,85332c46-96c2-4c99-a3d6-ee021de3c700,33,male,-2.7,0,1,109001.jpg1,0.9562907,2.06063E-05,0.000321502,0.007915002,8.83422E-06,0.01101235,0.023688586,0.000742395,98,434,126,98
106501.jpg1,73,37,82,37,a4e74593-0ed1-43f2-a990-580b9bd09aa4,37,female,48.6,0,2.8,109251.jpg1,0.98469156,0.003329896,0.003273628,0.00056152,0.000108063,0.006754049,0.001002574,0.000278705,142,223,73,142
106751.jpg1,119,53,501,53,8cf319d0-04ee-4bba-8b6f-988784336b69,34,female,23.9,0,19.5,109501.jpg1,0.09536213,0.000290746,4.13991E-05,0.89716655,0.000103977,0.002496719,0.00447295,6.55378E-05,51,480,127,51
106751.jpg2,60,50,93,50,3dcb8fa6-d81b-44e5-a284-6c5282ebe338,69,male,-37.2,0,-7.8,110001.jpg1,0.238538533,0.013192691,0.327908248,0.3745351,0.000425771,0.005283267,0.001849663,0.03826672,140,205,103,140
107001.jpg1,56,148,196,148,cf1cd1b5-97d1-41d0-b647-bf2194453539,88,male,-0.7,0,-2.4,110251.jpg1,0.894685745,0.040474847,0.011645522,0.01613258,0.01899469,0.010827226,0.005635178,0.001604224,137,201,91,137
107251.jpg1,82,157,211,157,2c7d0803-1716-4205-8116-01fb4f67e7ec,84,male,16.6,0,-6.5,110501.jpg1,0.701871037,0.01579514,0.1224508,0.034829117,0.001479518,0.010887785,0.03481683,0.0778698,138,213,89,138
107501.jpg1,95,156,192,156,bf6228d7-d90b-44ba-ac25-11afc69df8e9,84,male,-1,0,-6,110751.jpg1,0.918298364,0.07014408,0.00723407,0.000209899,0.000811054,0.000376435,0.002185998,0.00074012,131,220,60,131
107751.jpg1,99,146,170,146,2934b2ed-1cb8-4524-8e91-991b655994f2,86,male,39.9,0,-13.3,111001.jpg1,0.000660817,4.14805E-05,3.13E-08,0.999294937,1.97E-08,5.65E-08,2.58047E-06,5.44E-08,112,255,96,112
108001.jpg1,76,137,205,137,595e55d0-ccb6-4efb-9898-743ea5659fec,82,male,-2.2,0,-1.8,111251.jpg1,0.8525165,0.016409304,0.01072183,0.07088052,0.0022354,0.019299127,0.012482719,0.015454622,113,256,91,113
108251.jpg1,114,142,241,142,7221a620-612a-42c3-9657-80fdc058dd15,82,male,7.2,0,1,111501.jpg1,0.8261794,0.027097438,0.001961038,0.09560465,0.003790632,0.03259759,0.00673937,0.006029919,116,266,95,116
108501.jpg1,99,144,179,144,50ee69ce-9aa9-444a-9e94-c2cf7f9d9bb0,84,male,-3.3,0,-9.3,111751.jpg1,0.360758275,0.003617967,0.00137447,0.570280969,0.000340371,0.012077316,0.04012403,0.011426572,109,245,96,109
108751.jpg1,88,139,213,139,a08320c8-1f91-46f9-993d-0afc5e014c3a,84,male,14.2,0,-4.9,112001.jpg1,0.9326404,0.025178144,0.015947174,0.00097328,0.002507318,0.015710391,0.004170612,0.002872716,114,116,79,114
109001.jpg1,126,99,435,99,4f3d8246-dcd1-4cf0-b416-d27f2b53cf5c,42,female,-2.3,0,2.5,112001.jpg2,0.9366682,0.015921885,0.00816985,0.009871529,0.000620038,0.008355103,0.015302715,0.005090687,108,426,102,108
109251.jpg1,74,140,224,140,78d3db8b-655e-41ec-a893-3794f74e6ca7,82,male,8.2,0,-1.5,112251.jpg1,0.9378899,0.011536682,0.003345674,0.019196609,7.54748E-05,0.002086509,0.024967212,0.000901971,110,287,83,110
109501.jpg1,127,52,479,52,bd9a0f17-74eb-4b0b-9bd0-f53727e23fce,30,female,41.8,0,-4.2,112501.jpg1,0.7064955,0.005290166,0.004662895,0.237450257,0.001154711,0.017211324,0.015267246,0.012467859,113,260,89,113
109751.jpg1,115,35,187,35,cf93e434-4b43-48a8-b87a-647a115e30c8,66,male,-43,0,1,112751.jpg1,0.817039549,0.06260849,0.001578985,0.07663166,0.002192657,0.033443045,0.003448048,0.003057561,113,406,118,113
110001.jpg1,103,142,203,142,c1f0706e-0e1d-4dc7-89d3-b8ccbdba0755,86,male,8.2,0,-4.9,113001.jpg1,0.74887836,0.0002548,0.006847887,0.00143802,0.000345508,0.215331271,0.021107568,0.005796599,128,227,98,128
110251.jpg1,90,138,201,138,3de1c9fd-989e-4458-af38-380974c21580,86,male,11.5,0,-4.7,113251.jpg1,0.7514606,0.005936254,0.08085884,0.001106563,0.000938786,0.138984233,0.007396889,0.013317792,127,229,95,127
110501.jpg1,90,138,213,138,ad0ce82f-3ca9-418a-b3d8-dad532177599,82,male,29.3,0,-10,113501.jpg1,0.6893714,0.09117679,0.164574474,0.004291571,0.00140681,0.004866703,0.005967793,0.038344476,127,183,70,127
110751.jpg1,61,131,221,131,6155147f-92a2-45e2-977d-e8dba7cb056d,72,male,33.4,0,-8.7,113751.jpg1,0.822127938,0.116399989,0.01867059,0.00510744,0.001413725,0.011465588,0.004410322,0.020404426,128,172,61,128
111001.jpg1,96,112,255,112,25ae0c01-1aca-46e2-921a-d23308a035fe,44,female,5.2,0,-8.3,114001.jpg1,0.767546952,0.05271114,0.051803637,0.007742004,0.005263401,0.053284336,0.015135589,0.046512935,127,190,90,127
111251.jpg1,91,113,256,113,8f68cd7e-0e49-445f-bcde-49c5696da616,48,female,0.5,0,-5.2,114251.jpg1,0.9580743,0.035384726,0.000343918,0.002573318,0.000556804,0.001028896,0.001812117,0.00022595,131,220,54,131
111501.jpg1,96,115,267,115,50d66b27-ede8-4d35-b73a-282ed312ee65,47,female,2.7,0,1.7,114501.jpg1,0.9072833,0.003318127,0.016839655,0.0546768,0.000368798,0.003123361,0.007964943,0.006425017,127,194,76,127
111751.jpg1,96,110,246,110,af76585d-3d95-4feb-925f-b8f84d8829ed,48,female,-5.7,0,-8,114751.jpg1,0.6435498,0.02191284,0.107956953,0.076887235,0.000915626,0.006924367,0.026785413,0.115067735,125,201,96,125
112001.jpg1,80,115,115,115,40aaff82-02a3-4830-a82f-fe37560176f3,64,male,42.8,0,-12.2,115001.jpg1,0.813695431,0.007202358,0.002500081,0.161323488,0.000406826,0.007826755,0.005367402,0.001677675,129,176,81,129
112001.jpg2,102,107,426,107,1e01327a-2faf-4c0e-b703-9d47f68bfef1,36,female,8.6,0,-14.4,115251.jpg1,0.9758131,0.012884,0.00291663,0.003259021,0.001003636,0.002289136,0.001533998,0.000300476,129,194,71,129
112251.jpg1,84,109,288,109,773f7605-99c9-4b7e-a36b-faad0ee8fd91,42,female,-2.6,0,5,115501.jpg1,0.737992167,0.000158733,0.000208832,0.2535315,1.52461E-05,0.001396158,0.006488604,0.000208799,45,462,140,45
112501.jpg1,88,114,259,114,09bc23fe-b5e1-44ce-9d36-5b00957f2f7f,46,female,1,0,-4.5,115751.jpg1,0.833102,0.030924797,0.01196645,0.06325684,0.002510839,0.0230695,0.009868693,0.025300913,120,268,99,120
112751.jpg1,118,112,407,112,c392f1cc-35a3-4e1b-b270-65c3d2604e1c,39,female,3,0,-9.5,116001.jpg1,0.93162185,0.011850146,0.001604515,0.026190423,0.000191348,0.0163179,0.009710902,0.002512894,109,266,94,109
113001.jpg1,101,124,227,124,0a7dfbee-745b-4685-926d-8805921b53d8,82,male,19.2,0,-11.8,116251.jpg1,0.9716294,0.000422129,0.002603866,0.000130276,5.43017E-05,0.023415027,0.001490207,0.000254817,123,115,78,123
113251.jpg1,95,127,228,127,55c364ab-5095-4414-a861-9f583b3560a8,82,male,-1,0,-10.5,116251.jpg2,0.9332173,0.001676111,0.00485003,0.03132014,0.000169167,0.00421601,0.01952608,0.005025154,119,424,86,119
113501.jpg1,70,127,183,127,12e2719e-e2c2-4eb3-b4da-d2fe032b32e5,68,male,18.1,0,-3.8,116501.jpg1,0.9609714,0.000736413,0.000228813,0.020087509,0.000224769,0.008402894,0.00901052,0.000337682,125,176,85,125
113751.jpg1,62,124,174,124,9fbb0e4d-41db-4359-bd10-649ddba1a27f,74,male,-2.1,0,-3.7,116501.jpg2,0.83367157,0.025871137,0.010728428,0.07002796,0.001576251,0.020445017,0.014131534,0.023548123,116,418,90,116
114001.jpg1,89,129,189,129,c6a81bf7-130d-4bc4-a13f-bfbe2cd67c76,82,male,-3.3,0,-8.8,116751.jpg1,0.9595292,0.01179323,0.004254333,0.000949853,0.000523371,0.02168594,0.000818887,0.000445137,122,169,90,122
114251.jpg1,56,128,221,128,e336f197-ad2b-44ff-ace0-71b900165eb0,79,male,9.2,0,-1.4,116751.jpg2,0.8855366,0.000209966,0.002270484,0.004769818,0.000488821,0.08356516,0.019173613,0.003985553,116,404,94,116
114501.jpg1,76,128,194,128,4d005741-5bb3-48a8-9582-e9d3c00994a1,82,male,-3.3,0,2.1,117001.jpg1,0.321427256,0.6744537,0.001458223,0.000187648,0.000429005,0.000693543,0.00057478,0.000775882,119,429,91,119
114751.jpg1,95,127,198,127,fc681df5-a675-4687-a56b-491ea1fa0bcd,82,male,11.5,0,-0.1,117001.jpg2,0.454362631,4.2681E-06,0.3185045,0.000817604,6.3296E-05,0.2027699,0.022833794,0.00064397,114,141,109,114
115001.jpg1,,,,,,,,,,,117251.jpg1,0.984697163,0.001251508,0.001667168,0.00030888,0.000137555,0.009740013,0.001767874,0.00042984,120,120,97,120
115251.jpg1,73,125,196,125,956c2bd5-8428-47a0-86b6-e790b5336d48,78,male,30.8,0,-8.1,117251.jpg2,0.951306343,0.016844282,0.002968087,0.021098528,0.000472627,0.002885526,0.003428726,0.000995882,119,393,86,119
115501.jpg1,140,44,462,44,e94105c5-4447-4394-bfb7-9e103961a035,30,female,-32.3,0,9.1,117501.jpg1,0.9946266,0.00046657,0.001061695,0.001607357,1.78567E-05,0.001550791,0.000627923,4.12043E-05,127,81,83,127
115751.jpg1,98,120,268,120,b8184635-6c1c-4f5f-b8a9-63335c83ad9a,50,female,5.3,0,-2.6,117501.jpg2,0.8106824,0.013159934,0.006276706,0.04235163,0.003828343,0.06389065,0.025066534,0.0347438,115,373,89,115
116001.jpg1,92,113,264,113,fe3365d4-22e0-4b8a-b4ed-6f0acd4d484c,63,female,-3.7,0,1.4,117751.jpg1,0.854645848,0.029290762,0.093525335,0.006764881,0.000149754,0.001009878,0.003939032,0.010674508,129,84,102,129
116251.jpg1,78,124,113,124,fb447a4b-9d83-4828-843f-97d5434367a1,81,male,5.5,0,3.7,117751.jpg2,0.901013434,0.000920465,0.000549739,0.038508017,9.35955E-05,0.04317298,0.014123156,0.001618612,108,386,117,108
116251.jpg2,86,119,425,119,97a5d41d-3e85-4c25-9159-124d0b4162fe,44,female,-9.4,0,-0.1,118001.jpg1,0.945367038,0.012864128,0.020942943,0.00714924,0.000153604,0.007733688,0.004528136,0.001261223,115,169,96,115
116501.jpg1,84,127,175,127,3c5b0c38-9043-48dd-b76c-6c8386d32127,84,male,4.6,0,9.7,118001.jpg2,0.8931086,4.79138E-06,0.000008484,1.89764E-05,5.61E-07,0.106031716,0.000794998,3.18429E-05,109,396,127,109
116501.jpg2,89,119,417,119,3593bc31-b054-4209-b003-387134d8a8f2,46,female,-7.8,0,-0.9,118251.jpg1,0.8462692,0.006285539,0.021264149,0.007352956,0.010318989,0.0834514,0.010154717,0.01490304,132,87,69,132
116751.jpg1,93,117,403,117,0393c478-3d99-4eb2-be1a-c9291290d34a,58,female,1.7,0,-1.7,118251.jpg2,0.496379048,0.001053862,3.64267E-05,0.473749816,3.39056E-05,0.005854086,0.022803903,8.89547E-05,106,386,123,106
116751.jpg2,93,117,170,117,5c158dd0-36fc-40af-a0b1-314b663a291d,65,male,43.5,0,-14.4,118501.jpg1,0.7129958,0.265399277,0.014127203,0.000801524,0.000121591,0.000933243,0.00291672,0.002704614,130,92,80,130
117001.jpg1,91,119,429,119,2c5cb3e6-56ea-4577-a5d1-0fc420af4a6c,43,female,11,0,1.2,118501.jpg2,0.88861537,0.000349473,0.000168122,0.006788785,8.03184E-05,0.101375252,0.002403139,0.000219549,106,420,120,106
117001.jpg2,108,115,141,115,0b41533d-b1df-49ed-b278-78838666eb44,76,male,23.8,0,2.6,118751.jpg1,0.7342591,0.2247479,0.03536089,9.88861E-05,0.000245967,0.0014117,0.001499606,0.002375901,129,130,76,129
117251.jpg1,96,120,123,120,97ea702b-d400-4e79-a88d-05518563af03,56,male,29,0,1.9,118751.jpg2,0.878136158,0.00368742,6.33781E-05,0.11020036,0.000104616,0.004731694,0.00300452,7.18725E-05,95,385,106,95
117251.jpg2,86,119,393,119,922dd86c-fd33-42ac-8743-ef9a0a09f6eb,52,female,4.2,0,-10.2,119001.jpg1,0.7733184,7.93981E-05,0.001024393,0.004587019,0.000179619,0.212835029,0.00694256,0.001033558,91,463,144,91
117501.jpg1,82,129,79,129,ef78385f-a463-4826-a47d-75c9dac966e7,81,male,-3.3,0,-8.5,119501.jpg1,0.013138429,0.000567168,1.11842E-05,0.985595167,2.14935E-05,0.000145202,0.000436102,8.52756E-05,109,279,112,109
117501.jpg2,90,113,374,113,adf59aa9-7d43-455c-862c-f70d45718ef5,55,female,-20.4,0,-0.5,119751.jpg1,0.9168792,0.037571933,0.001523337,0.002380142,0.000181038,0.025847204,0.01047901,0.005138162,114,273,92,114
117751.jpg1,102,128,85,128,77ca86e5-fcc8-440d-b1ce-0a01b537b4d2,86,male,-2.2,0,-0.2,120001.jpg1,0.2001588,0.003685397,6.71686E-05,0.787505,0.000626941,0.001572034,0.005039435,0.001345253,119,274,90,119
117751.jpg2,117,106,387,106,c0b98690-9439-4ec9-99bd-085571a5b9ae,41,female,-29.7,0,-9.2,120251.jpg1,0.1504641,0.000625209,1.05663E-06,0.8485116,4.67854E-05,8.41932E-05,0.0002645,2.55988E-06,118,273,88,118
118001.jpg1,95,111,175,111,013c0408-2809-404e-be2b-c2660ca1f706,63,male,36.6,0,-15.3,120501.jpg1,0.989204347,0.000531525,0.000515156,0.004206921,0.000204523,0.002896666,0.002236215,0.000204657,129,112,92,129
118001.jpg2,128,109,397,109,ec26e2a4-f65d-48d6-b0fd-5d52dd4e42d9,43,female,-18.8,0,12.2,120501.jpg2,0.405687481,0.021298263,0.000544126,0.563049555,0.000523658,0.002022751,0.006059345,0.000814824,118,417,81,118
118251.jpg1,71,128,89,128,4cd9aec2-d4c2-4555-9fcb-2cca5342f929,81,male,-1,0,-2.5,120751.jpg1,0.9379357,0.002617981,0.003377976,0.030782716,0.004189414,0.011910449,0.00873089,0.000454883,127,156,83,127
118251.jpg2,123,104,387,104,56bfd76c-d22a-42fc-b81f-e2e9affa5d49,39,female,-31.2,0,10.5,120751.jpg2,0.933407068,1.65891E-05,0.000442771,0.000132739,1.21621E-05,0.06349074,0.002354497,0.000143454,115,442,86,115
118501.jpg1,80,131,92,131,5f8aa40e-adda-4dc0-93ff-1afe94c71026,81,male,-4,0,0.4,121001.jpg1,0.7645481,0.00026712,0.000101635,0.148145735,0.001431338,0.07952351,0.005762169,0.000220395,62,422,126,62
118501.jpg2,121,104,421,104,7a800192-69bc-4a37-bc47-f2d9a5545c7c,46,female,-26.3,0,13.8,121001.jpg2,0.9563763,0.009370352,0.01932075,0.000304711,5.77781E-05,0.006563657,0.005173951,0.002832497,62,181,59,62
118751.jpg1,78,126,131,126,945f742e-cb0c-472f-91f5-9f1690979d16,72,male,20.7,0,-0.6,121501.jpg1,0.944658756,0.012572605,0.003735255,0.002995574,0.000161528,0.014042538,0.020377655,0.001456105,116,412,84,116
118751.jpg2,105,98,383,98,ae8d00a1-2ef5-41c3-b9ef-2b75a0603693,52,male,-48.4,0,17.3,121501.jpg2,0.928409755,0.008680395,0.05215449,0.000214484,0.000735186,0.006025765,0.001369658,0.002410243,105,130,85,105
119001.jpg1,144,92,462,92,f515db27-ec79-4f46-9c15-dfc6581ae759,58,female,29.7,0,7.8,121751.jpg1,0.9026721,0.000847975,0.07422937,0.00045777,0.000158849,0.006118348,0.0112483,0.004267297,116,145,98,116
119251.jpg1,86,67,181,67,dafedf80-aa48-4551-a4cf-c70557bbc7c3,68,male,-32,0,-15.6,121751.jpg2,0.9340414,0.00337401,0.005206076,0.005571738,0.000316316,0.040489223,0.006977437,0.004023811,112,420,100,112
119251.jpg2,126,61,354,61,bf7b5d95-9a33-43a6-a69b-f732ec208d15,52,female,-48.3,0,5.2,122001.jpg1,0.555155158,0.3759805,0.001486258,0.001632176,0.002006614,0.05552751,0.003662545,0.004549216,113,222,93,113
119501.jpg1,112,109,279,109,36a2f4ab-dec9-44af-8b22-b95a702f15d1,44,female,-9.2,0,6.2,122251.jpg1,0.9044373,0.00443448,0.000697347,0.028685888,0.000259573,0.055278786,0.003961113,0.002245513,110,204,94,110
119751.jpg1,91,115,272,115,5d015d38-adb9-4ed6-bf8f-91dca93fe8b2,46,female,-12.6,0,10,122501.jpg1,0.9097063,0.018079612,0.011563197,0.007436257,0.0013315,0.017341007,0.03073528,0.003806859,120,261,80,120
120001.jpg1,89,121,273,121,f303e0ec-838d-4005-8a5e-713031565fa5,46,female,-8.5,0,3.3,122751.jpg1,0.5011179,0.00142471,0.002500289,0.451069117,8.54922E-05,0.003849348,0.02575452,0.014198656,111,276,92,111
120251.jpg1,88,118,274,118,8bb6a9e2-f19a-4c90-b88e-44a89ec6f6b4,48,female,-13.1,0,1.6,123001.jpg1,0.3366254,0.36719197,0.040451117,0.217116088,0.001820112,0.001689366,0.006898007,0.02820794,121,375,75,121
120501.jpg1,92,127,114,127,dc997e04-19fa-40b2-a041-0aba6c082609,79,male,7.2,0,1.1,123251.jpg1,0.865215659,0.040574875,0.000908033,0.081570335,0.000216859,0.007966955,0.002780567,0.000766742,114,397,88,114
120501.jpg2,81,118,417,118,256a32e6-5bb3-4097-bdca-b3da2cfe7272,44,female,-5.9,0,-1.6,123501.jpg1,0.9805795,0.015075027,0.000625408,0.002119432,9.24178E-05,0.000224168,0.000921764,0.000362307,123,106,96,123
120751.jpg1,83,127,157,127,61dc1bb0-79d2-4307-a420-f486ff80deeb,81,male,16.7,0,-5.4,123501.jpg2,0.7977137,0.075976804,0.002000016,0.024533602,0.009236188,0.055410627,0.015060999,0.020068055,110,426,107,110
120751.jpg2,86,115,442,115,fc8b4ded-4456-45d5-bb45-bba633bf0129,45,female,13.6,0,1.2,123751.jpg1,0.7443008,0.126329467,0.11077676,0.004619935,0.000363809,0.001077263,0.003419605,0.009112399,124,125,88,124
121001.jpg1,126,62,422,62,fed01b7a-5d52-4348-a19b-5da714a5f851,12,female,-28.5,0,-1.8,123751.jpg2,0.850721061,0.001205216,0.005929352,0.009781705,0.000559481,0.116281383,0.007747602,0.007774203,102,392,110,102
121001.jpg2,59,61,181,61,714f4e65-a26d-457e-89ca-ce1f4252b099,64,male,-22.5,0,5.2,124001.jpg1,0.873266637,0.034690015,0.06505135,0.002318143,0.000179261,0.000938587,0.008020602,0.015535388,125,93,86,125
121251.jpg1,90,28,485,28,041abb22-d841-4d77-80a4-550fd5be6b24,35,female,-13.5,0,-6.8,124001.jpg2,0.000144367,4.34E-08,2.20E-08,0.999855459,5.02E-10,8.01E-08,4.93E-08,4.95E-09,103,416,105,103
121501.jpg1,84,118,411,118,7a91a29d-b433-4b42-a752-ce100d239e09,47,female,-5.5,0,-1.2,124251.jpg1,0.5992915,0.359008342,0.030441035,0.000330314,0.000114247,0.000687096,0.00389426,0.006233167,130,130,95,130
121501.jpg2,83,110,131,110,521de804-f0e3-47fd-8910-5da3241f9b7d,64,male,44.6,0,-15.5,124501.jpg1,0.8385863,0.1029284,0.028157635,0.00280418,0.000952053,0.001262716,0.017317217,0.00799152,127,200,91,127
121751.jpg1,95,121,142,121,20264285-91ec-4770-a38c-362db703e210,54,male,37,0,-5.3,124751.jpg1,0.573648036,0.01308271,0.2836467,0.016577018,0.000337418,0.003984252,0.041215856,0.06750803,128,195,87,128
121751.jpg2,100,111,421,111,c4b9fb3d-a3d6-45d8-abd8-9d245f6a3e27,36,female,1.6,0,-1.2,125001.jpg1,0.977750242,0.020187613,0.000551685,0.000461696,0.000884519,0.000105619,5.57597E-05,2.85879E-06,68,141,64,68
122001.jpg1,91,114,221,114,9c006e1e-dbce-4def-a319-6658e3342078,42,female,-30.2,0,7.5,125251.jpg1,0.8909871,0.01133787,0.000148687,0.06994375,0.000253868,0.010838654,0.01605045,0.000439624,130,99,94,130
122251.jpg1,94,111,203,111,71d45cd0-35af-4a74-bbff-469936df785c,38,female,-34.6,0,2,125251.jpg2,0.702367663,0.000630966,0.000340351,0.27848503,3.99362E-05,0.016875392,0.001074405,0.000186267,93,399,105,93
122501.jpg1,81,118,262,118,903d6370-ba3e-4db8-b407-ff1b9b6c5fcd,45,female,-10.4,0,5.2,125501.jpg1,0.004193942,0.000608663,5.97E-08,0.9950278,6.07E-07,3.61E-07,0.000166611,1.97496E-06,119,259,96,119
122751.jpg1,92,110,275,110,755ea10b-e008-4985-b2ed-2d7564c327cf,34,female,-30.2,0,14.4,125751.jpg1,0.8596232,0.09533195,0.000923148,0.006086039,0.000982941,0.027111057,0.008577151,0.001364526,110,280,103,110
123001.jpg1,75,123,374,123,9f15a545-652c-48b8-a646-a204a24d4b4f,46,female,-8.7,0,1.8,126001.jpg1,0.9299598,0.056871783,0.001556533,0.0019017,0.00046196,0.003141281,0.003481634,0.002625314,128,133,71,128
123251.jpg1,87,114,398,114,e757908c-ab9b-45ae-a716-0a75a19d49a4,39,female,-4.4,0,6.8,126001.jpg2,0.8743357,0.000368009,0.005952191,0.008095002,0.000273928,0.06824211,0.037463836,0.005269211,115,419,110,115
123501.jpg1,96,124,106,124,9eb66e2c-6c84-4cd1-8b81-e93f21cf91c0,82,male,19.8,0,-8,126251.jpg1,0.9801826,0.005555371,0.002893374,0.000211015,0.00025795,0.006043113,0.004509134,0.000347468,117,198,96,117
123501.jpg2,106,112,425,112,eb4fe214-60cf-404f-91b6-16881893f50f,46,female,-17.1,0,8.6,126251.jpg2,0.871362,0.005428892,0.005426138,0.05561969,0.001279811,0.038164273,0.0156399,0.00707932,114,448,90,114
123751.jpg1,87,124,126,124,83a337e4-0591-406e-90e4-aba69761c30f,77,male,21.8,0,-5,126751.jpg1,0.888963938,0.010278533,0.025837643,0.039409574,0.001934863,0.010765977,0.011157562,0.011651893,126,109,67,126
123751.jpg2,111,104,392,104,068f1879-ceef-4da5-a5f6-7b2b5d85f797,46,female,-33.4,0,0.6,126751.jpg2,0.9103208,0.001298518,0.000186192,0.08462443,9.37198E-05,0.002685161,0.000761812,2.93351E-05,107,409,106,107
124001.jpg1,85,125,93,125,e4a8b031-be0f-4597-9f7c-6a41cafc44f9,71,male,27.1,0,-8.2,127001.jpg1,0.5749619,0.059963964,0.001218346,0.348948926,0.000991757,0.005847675,0.006704872,0.001362554,121,403,102,121
124001.jpg2,104,104,416,104,2be6dca6-82c7-4435-85a9-c2c1e8c0315f,48,female,-25.7,0,-1.2,127001.jpg2,0.945347965,0.000352534,0.020103362,0.005796718,7.64347E-06,0.013441294,0.013085675,0.001864793,116,65,118,116
124251.jpg1,94,130,129,130,ab325351-52a1-4a23-9634-808988c2e1ba,82,male,-4.1,0,-4.2,127251.jpg1,0.97703594,0.011948527,0.001049005,0.003570171,0.000208793,0.002966547,0.002726814,0.000494217,126,108,100,126
124501.jpg1,90,129,198,129,ac03b32f-f2a2-4223-9311-778e71072b11,80,male,8.3,0,-5.7,127251.jpg2,0.173639223,0.061630674,0.000805656,0.7322667,0.003624658,0.015767366,0.009165895,0.003099787,121,373,107,121
